0.97,0.01,0.01,0.01,0.1,0.1,0.0,500000,500000,0,0
0.97,0.01,0.01,0.01,0.25,0.25,0.0,500000,500000,0,0
0.97,0.01,0.01,0.01,0.5,0.5,0.0,500000,500000,0,0
0.97,0.01,0.01,0.01,0.1,0.5,0.0,500000,500000,0,0
0.97,0.01,0.01,0.01,0.1,0.1,0.05,500000,500000,0,0
0.97,0.01,0.01,0.01,0.25,0.25,0.05,500000,500000,0,0
0.97,0.01,0.01,0.01,0.5,0.5,0.05,500000,500000,0,0
0.97,0.01,0.01,0.01,0.1,0.5,0.05,500000,500000,0,0
0.97,0.01,0.01,0.01,0.1,0.1,0.1,500000,500000,0,0
0.97,0.01,0.01,0.01,0.25,0.25,0.1,500000,500000,0,0
0.97,0.01,0.01,0.01,0.5,0.5,0.1,500000,500000,0,0
0.97,0.01,0.01,0.01,0.1,0.5,0.1,500000,500000,0,0
0.97,0.01,0.01,0.01,0.1,0.1,0.2,500000,500000,0,0
0.97,0.01,0.01,0.01,0.25,0.25,0.2,500000,500000,0,0
0.97,0.01,0.01,0.01,0.5,0.5,0.2,500000,500000,0,0
0.97,0.01,0.01,0.01,0.1,0.5,0.2,500000,500000,0,0
0.97,0.01,0.01,0.01,0.1,0.1,0.5,500000,500000,0,0
0.97,0.01,0.01,0.01,0.25,0.25,0.5,500000,500000,0,0
0.97,0.01,0.01,0.01,0.5,0.5,0.5,500000,500000,0,0
0.97,0.01,0.01,0.01,0.1,0.5,0.5,500000,500000,0,0
0.975,0.01,0.01,0.005,0.1,0.1,0.0,500000,500000,0,0
0.975,0.01,0.01,0.005,0.25,0.25,0.0,500000,500000,0,0
0.975,0.01,0.01,0.005,0.5,0.5,0.0,500000,500000,0,0
0.975,0.01,0.01,0.005,0.1,0.5,0.0,500000,500000,0,0
0.975,0.01,0.01,0.005,0.1,0.1,0.05,500000,500000,0,0
0.975,0.01,0.01,0.005,0.25,0.25,0.05,500000,500000,0,0
0.975,0.01,0.01,0.005,0.5,0.5,0.05,500000,500000,0,0
0.975,0.01,0.01,0.005,0.1,0.5,0.05,500000,500000,0,0
0.975,0.01,0.01,0.005,0.1,0.1,0.1,500000,500000,0,0
0.975,0.01,0.01,0.005,0.25,0.25,0.1,500000,500000,0,0
0.975,0.01,0.01,0.005,0.5,0.5,0.1,500000,500000,0,0
0.975,0.01,0.01,0.005,0.1,0.5,0.1,500000,500000,0,0
0.975,0.01,0.01,0.005,0.1,0.1,0.2,500000,500000,0,0
0.975,0.01,0.01,0.005,0.25,0.25,0.2,500000,500000,0,0
0.975,0.01,0.01,0.005,0.5,0.5,0.2,500000,500000,0,0
0.975,0.01,0.01,0.005,0.1,0.5,0.2,500000,500000,0,0
0.975,0.01,0.01,0.005,0.1,0.1,0.5,500000,500000,0,0
0.975,0.01,0.01,0.005,0.25,0.25,0.5,500000,500000,0,0
0.975,0.01,0.01,0.005,0.5,0.5,0.5,500000,500000,0,0
0.975,0.01,0.01,0.005,0.1,0.5,0.5,500000,500000,0,0
0.93,0.01,0.01,0.05,0.1,0.1,0.0,500000,500000,0,0
0.93,0.01,0.01,0.05,0.25,0.25,0.0,500000,500000,0,0
0.93,0.01,0.01,0.05,0.5,0.5,0.0,500000,500000,0,0
0.93,0.01,0.01,0.05,0.1,0.5,0.0,500000,500000,0,0
0.93,0.01,0.01,0.05,0.1,0.1,0.05,500000,500000,0,0
0.93,0.01,0.01,0.05,0.25,0.25,0.05,500000,500000,0,0
